Time,	,Position,	,Error
602890.0,	,-5,	,-5
602997.0,	,-5,	,-5
603085.0,	,-5,	,-6
603197.0,	,-5,	,-6
603320.0,	,-5,	,-6
603407.0,	,-5,	,-6
603489.0,	,-5,	,-6
603618.0,	,-4,	,-6
603719.0,	,-4,	,-5
603804.0,	,-4,	,-5
603891.0,	,-4,	,-5
604019.0,	,-4,	,-6
604106.0,	,-4,	,-6
604214.0,	,-4,	,-6
604292.0,	,-4,	,-6
604392.0,	,-4,	,-6
604467.0,	,-3,	,-6
604569.0,	,-3,	,-5
604677.0,	,-3,	,-5
604800.0,	,-3,	,-5
604893.0,	,-3,	,-6
605000.0,	,-3,	,-6
605078.0,	,-3,	,-6
605219.0,	,-2,	,-6
605299.0,	,-2,	,-5
605386.0,	,-2,	,-5
605488.0,	,-2,	,-5
605593.0,	,-2,	,-5
605691.0,	,-2,	,-5
605785.0,	,-2,	,-6
605889.0,	,-2,	,-6
605988.0,	,-2,	,-6
606076.0,	,-2,	,-6
606184.0,	,-2,	,-6
606277.0,	,-2,	,-6
606397.0,	,-2,	,-6
606486.0,	,-2,	,-6
606591.0,	,-2,	,-6
606676.0,	,-2,	,-7
606796.0,	,-2,	,-7
606868.0,	,-1,	,-7
606975.0,	,-1,	,-6
607063.0,	,-1,	,-6
607176.0,	,-1,	,-6
607273.0,	,-1,	,-6
607375.0,	,-1,	,-6
607479.0,	,-1,	,-6
607608.0,	,0,	,-7
607700.0,	,0,	,-6
607792.0,	,0,	,-6
607889.0,	,0,	,-6
607986.0,	,0,	,-6
608099.0,	,0,	,-6
608193.0,	,0,	,-6
608289.0,	,0,	,-6
608395.0,	,0,	,-6
608473.0,	,1,	,-7
608576.0,	,1,	,-6
608668.0,	,1,	,-6
608793.0,	,1,	,-6
608899.0,	,1,	,-6
609008.0,	,1,	,-6
609089.0,	,1,	,-6
609191.0,	,1,	,-6
609291.0,	,1,	,-6
609405.0,	,1,	,-7
609493.0,	,1,	,-7
609606.0,	,1,	,-7
609703.0,	,1,	,-7
609800.0,	,1,	,-7
609881.0,	,1,	,-7
609981.0,	,1,	,-7
610074.0,	,2,	,-7
610174.0,	,2,	,-6
610268.0,	,2,	,-7
610409.0,	,2,	,-7
610494.0,	,2,	,-7
610583.0,	,2,	,-7
610673.0,	,2,	,-7
610797.0,	,2,	,-7
610866.0,	,3,	,-7
610978.0,	,3,	,-6
611071.0,	,3,	,-6
611175.0,	,3,	,-7
611276.0,	,3,	,-7
611398.0,	,3,	,-7
611489.0,	,3,	,-7
611626.0,	,4,	,-7
611717.0,	,4,	,-6
611804.0,	,4,	,-6
611892.0,	,4,	,-6
612004.0,	,4,	,-6
612104.0,	,4,	,-7
612202.0,	,4,	,-7
612289.0,	,4,	,-7
612402.0,	,4,	,-7
612466.0,	,5,	,-7
612575.0,	,5,	,-6
612675.0,	,5,	,-6
612795.0,	,5,	,-6
612903.0,	,5,	,-6
613004.0,	,5,	,-6
613077.0,	,5,	,-7
613180.0,	,5,	,-7
613275.0,	,6,	,-6
613366.0,	,6,	,-6
613464.0,	,6,	,-6
613565.0,	,6,	,-6
613683.0,	,6,	,-6
613782.0,	,6,	,-6
613894.0,	,6,	,-6
614028.0,	,7,	,-7
614082.0,	,7,	,-6
614194.0,	,7,	,-6
614266.0,	,7,	,-6
614370.0,	,7,	,-6
614467.0,	,7,	,-6
614580.0,	,7,	,-6
614690.0,	,7,	,-6
614829.0,	,8,	,-6
614898.0,	,8,	,-5
615003.0,	,8,	,-6
615093.0,	,8,	,-6
615210.0,	,8,	,-6
615287.0,	,8,	,-6
615410.0,	,8,	,-6
615493.0,	,8,	,-6
615593.0,	,8,	,-6
615666.0,	,9,	,-6
615772.0,	,9,	,-5
615878.0,	,9,	,-6
616004.0,	,9,	,-6
616099.0,	,9,	,-6
616204.0,	,9,	,-6
616279.0,	,9,	,-6
616394.0,	,9,	,-6
616466.0,	,10,	,-6
616574.0,	,10,	,-5
616664.0,	,10,	,-5
616777.0,	,10,	,-5
616894.0,	,10,	,-6
617000.0,	,10,	,-6
617078.0,	,10,	,-6
617177.0,	,10,	,-6
617261.0,	,11,	,-6
617374.0,	,11,	,-5
617469.0,	,11,	,-5
617600.0,	,11,	,-5
617692.0,	,11,	,-5
617785.0,	,11,	,-5
617874.0,	,11,	,-6
618009.0,	,12,	,-6
618086.0,	,12,	,-5
618194.0,	,12,	,-5
618293.0,	,12,	,-5
618390.0,	,12,	,-5
618486.0,	,12,	,-5
618586.0,	,12,	,-5
618689.0,	,12,	,-5
618793.0,	,12,	,-5
618876.0,	,13,	,-6
618972.0,	,13,	,-5
619070.0,	,13,	,-5
619172.0,	,13,	,-5
619299.0,	,13,	,-5
619385.0,	,13,	,-5
619493.0,	,13,	,-5
619606.0,	,13,	,-5
619672.0,	,14,	,-5
619773.0,	,14,	,-4
619868.0,	,14,	,-5
620006.0,	,14,	,-5
620096.0,	,14,	,-5
620200.0,	,14,	,-5
620292.0,	,14,	,-5
620403.0,	,14,	,-5
620469.0,	,14,	,-5
620568.0,	,14,	,-5
620668.0,	,14,	,-5
620779.0,	,14,	,-5
620872.0,	,14,	,-5
620972.0,	,14,	,-6
621071.0,	,14,	,-6
621177.0,	,14,	,-6
621269.0,	,15,	,-6
621380.0,	,15,	,-5
621486.0,	,15,	,-5
621605.0,	,15,	,-5
621705.0,	,15,	,-5
621802.0,	,15,	,-5
621892.0,	,15,	,-5
622019.0,	,16,	,-5
622099.0,	,16,	,-5
622207.0,	,16,	,-5
622291.0,	,16,	,-5
622396.0,	,16,	,-5
622496.0,	,16,	,-5
622600.0,	,16,	,-5
622685.0,	,16,	,-5
622788.0,	,16,	,-5
622872.0,	,17,	,-5
622978.0,	,17,	,-4
623082.0,	,17,	,-4
623197.0,	,17,	,-5
623306.0,	,17,	,-5
623405.0,	,17,	,-5
623494.0,	,17,	,-5
623613.0,	,18,	,-5
623705.0,	,18,	,-4
623811.0,	,18,	,-4
623891.0,	,18,	,-4
624010.0,	,18,	,-4
624110.0,	,18,	,-4
624206.0,	,18,	,-4
624292.0,	,18,	,-5
624395.0,	,18,	,-5
624481.0,	,19,	,-4
624594.0,	,19,	,-4
624687.0,	,19,	,-4
624785.0,	,19,	,-4
624887.0,	,19,	,-4
624999.0,	,19,	,-4
625074.0,	,19,	,-4
625228.0,	,19,	,-4
625291.0,	,19,	,-4
625389.0,	,19,	,-4
625490.0,	,19,	,-5
625594.0,	,19,	,-5
625695.0,	,19,	,-5
625794.0,	,19,	,-5
625875.0,	,19,	,-5
625988.0,	,19,	,-5
626092.0,	,20,	,-4
626211.0,	,20,	,-4
626286.0,	,20,	,-4
626395.0,	,20,	,-4
626494.0,	,20,	,-4
626614.0,	,20,	,-4
626687.0,	,20,	,-5
626799.0,	,20,	,-5
626871.0,	,21,	,-5
626971.0,	,21,	,-4
627075.0,	,21,	,-4
627194.0,	,21,	,-4
627294.0,	,21,	,-4
627394.0,	,21,	,-4
627480.0,	,21,	,-4
627597.0,	,21,	,-4
627667.0,	,22,	,-4
627770.0,	,22,	,-3
627888.0,	,22,	,-4
627990.0,	,22,	,-4
628105.0,	,22,	,-4
628204.0,	,22,	,-4
628293.0,	,22,	,-4
628397.0,	,22,	,-4
628473.0,	,22,	,-4
628570.0,	,22,	,-4
628676.0,	,22,	,-4
628796.0,	,22,	,-4
628905.0,	,22,	,-4
629002.0,	,22,	,-4
629093.0,	,22,	,-4
629197.0,	,22,	,-5
629269.0,	,23,	,-5
629367.0,	,23,	,-4
629471.0,	,23,	,-4
629605.0,	,23,	,-4
629674.0,	,23,	,-4
629804.0,	,23,	,-4
629875.0,	,23,	,-4
629999.0,	,23,	,-4
630072.0,	,23,	,-4
630195.0,	,23,	,-4
630289.0,	,23,	,-4
630405.0,	,23,	,-4
630497.0,	,23,	,-4
630590.0,	,23,	,-5
630694.0,	,23,	,-5
630803.0,	,23,	,-5
630873.0,	,24,	,-4
630980.0,	,24,	,-4
631073.0,	,24,	,-4
631199.0,	,24,	,-4
631298.0,	,24,	,-4
631397.0,	,24,	,-4
631493.0,	,24,	,-4
631590.0,	,24,	,-4
631670.0,	,24,	,-4
631774.0,	,24,	,-4
631869.0,	,24,	,-4
631974.0,	,24,	,-4
632095.0,	,24,	,-5
632205.0,	,24,	,-5
632292.0,	,24,	,-5
632394.0,	,24,	,-5
632472.0,	,25,	,-5
632572.0,	,25,	,-4
632664.0,	,25,	,-4
632794.0,	,25,	,-4
632894.0,	,25,	,-4
632990.0,	,25,	,-4
633079.0,	,25,	,-4
633189.0,	,25,	,-4
633266.0,	,26,	,-4
633372.0,	,26,	,-3
633465.0,	,26,	,-3
633586.0,	,26,	,-4
633686.0,	,26,	,-4
633801.0,	,26,	,-4
633872.0,	,26,	,-4
634004.0,	,26,	,-4
634066.0,	,26,	,-4
634174.0,	,26,	,-4
634266.0,	,26,	,-4
634384.0,	,26,	,-4
634490.0,	,26,	,-4
634588.0,	,26,	,-4
634679.0,	,26,	,-4
634798.0,	,26,	,-4
634870.0,	,27,	,-4
634972.0,	,27,	,-3
635066.0,	,27,	,-3
635192.0,	,27,	,-3
635300.0,	,27,	,-4
635393.0,	,27,	,-4
635478.0,	,27,	,-4
635596.0,	,27,	,-4
635666.0,	,27,	,-4
635774.0,	,27,	,-4
635866.0,	,27,	,-4
636000.0,	,27,	,-4
636083.0,	,27,	,-4
636200.0,	,27,	,-4
636279.0,	,27,	,-4
636397.0,	,27,	,-4
636468.0,	,28,	,-4
636574.0,	,28,	,-3
636666.0,	,28,	,-3
636792.0,	,28,	,-3
636909.0,	,28,	,-3
636993.0,	,28,	,-3
637076.0,	,28,	,-4
637189.0,	,28,	,-4
637279.0,	,28,	,-4
637373.0,	,28,	,-4
637472.0,	,28,	,-4
637573.0,	,28,	,-4
637683.0,	,28,	,-4
637812.0,	,28,	,-4
637877.0,	,28,	,-4
637979.0,	,28,	,-4
638087.0,	,29,	,-4
638169.0,	,29,	,-3
638278.0,	,29,	,-3
638396.0,	,29,	,-3
638504.0,	,29,	,-3
638598.0,	,29,	,-3
638693.0,	,29,	,-3
638822.0,	,29,	,-3
638925.0,	,29,	,-3
639004.0,	,29,	,-3
639092.0,	,29,	,-3
639205.0,	,29,	,-4
639288.0,	,29,	,-4
639412.0,	,29,	,-4
639483.0,	,29,	,-4
639579.0,	,29,	,-4
639704.0,	,30,	,-3
639796.0,	,30,	,-3
639877.0,	,30,	,-3
640029.0,	,30,	,-3
640122.0,	,30,	,-3
640190.0,	,30,	,-3
640286.0,	,30,	,-3
640417.0,	,30,	,-3
640502.0,	,30,	,-3
640599.0,	,30,	,-3
640665.0,	,30,	,-3
640765.0,	,30,	,-3
640871.0,	,30,	,-3
640966.0,	,30,	,-3
641068.0,	,30,	,-3
641197.0,	,30,	,-3
641274.0,	,31,	,-3
641376.0,	,31,	,-2
641475.0,	,31,	,-2
641601.0,	,31,	,-3
641700.0,	,31,	,-3
641808.0,	,31,	,-3
641888.0,	,31,	,-3
642023.0,	,31,	,-3
642124.0,	,31,	,-3
642222.0,	,31,	,-3
642293.0,	,31,	,-3
642403.0,	,31,	,-3
642521.0,	,31,	,-3
642596.0,	,31,	,-3
642678.0,	,31,	,-3
642826.0,	,32,	,-3
642922.0,	,32,	,-2
642999.0,	,32,	,-2
643092.0,	,32,	,-2
643204.0,	,32,	,-2
643304.0,	,32,	,-2
643411.0,	,32,	,-2
643475.0,	,32,	,-2
643587.0,	,32,	,-2
643703.0,	,32,	,-2
643804.0,	,32,	,-2
643892.0,	,32,	,-2
643997.0,	,32,	,-2
644084.0,	,32,	,-2
644181.0,	,32,	,-2
644276.0,	,32,	,-2
644368.0,	,32,	,-2
644473.0,	,33,	,-2
644671.0,	,33,	,-1
644797.0,	,33,	,-2
644883.0,	,33,	,-2
644971.0,	,33,	,-2
645074.0,	,33,	,-2
645181.0,	,33,	,-2
645269.0,	,33,	,-2
645376.0,	,33,	,-2
645488.0,	,33,	,-2
645605.0,	,33,	,-2
645704.0,	,33,	,-2
645799.0,	,33,	,-2
645892.0,	,33,	,-2
645997.0,	,33,	,-2
646073.0,	,33,	,-2
646177.0,	,33,	,-2
646276.0,	,33,	,-2
646402.0,	,33,	,-2
646501.0,	,33,	,-2
646600.0,	,33,	,-2
646687.0,	,33,	,-2
646797.0,	,33,	,-2
646875.0,	,34,	,-2
646978.0,	,34,	,-1
647077.0,	,34,	,-1
647187.0,	,34,	,-1
647281.0,	,34,	,-1
647405.0,	,34,	,-1
647488.0,	,34,	,-1
647606.0,	,34,	,-1
647670.0,	,34,	,-1
647768.0,	,34,	,-1
647865.0,	,34,	,-1
647994.0,	,34,	,-1
648094.0,	,34,	,-1
648201.0,	,34,	,-1
648294.0,	,34,	,-1
648404.0,	,34,	,-1
648474.0,	,34,	,-1
648580.0,	,34,	,-1
648686.0,	,34,	,-1
648812.0,	,34,	,-1
648905.0,	,34,	,-1
649005.0,	,34,	,-1
649084.0,	,34,	,-1
649199.0,	,34,	,-1
649272.0,	,34,	,-1
649379.0,	,34,	,-1
649466.0,	,34,	,-1
649571.0,	,34,	,-1
649676.0,	,34,	,-1
649770.0,	,34,	,-1
649869.0,	,34,	,-1
650031.0,	,34,	,-1
650105.0,	,34,	,-1
650201.0,	,34,	,-1
650292.0,	,34,	,-1
650399.0,	,34,	,-1
650500.0,	,34,	,-1
650605.0,	,34,	,-1
650693.0,	,34,	,-1
650828.0,	,34,	,-1
650920.0,	,34,	,-1
651017.0,	,34,	,-1
651092.0,	,34,	,-1
651178.0,	,34,	,-1
651270.0,	,34,	,-1
651375.0,	,34,	,-1
651469.0,	,34,	,-1
651584.0,	,34,	,-1
651669.0,	,34,	,-1
651767.0,	,34,	,-1
651871.0,	,34,	,-1
651989.0,	,34,	,-1
652119.0,	,34,	,-1
652191.0,	,34,	,-1
652290.0,	,34,	,-2
652399.0,	,34,	,-1
652474.0,	,34,	,-1
652579.0,	,34,	,-1
652680.0,	,34,	,-1
652792.0,	,34,	,-1
652885.0,	,34,	,-1
652993.0,	,34,	,-1
653080.0,	,34,	,-1
653199.0,	,34,	,-1
653298.0,	,34,	,-1
653411.0,	,34,	,-1
653475.0,	,34,	,-1
653597.0,	,34,	,-1
653683.0,	,34,	,-1
653783.0,	,34,	,-1
653878.0,	,34,	,-1
654001.0,	,34,	,-1
654080.0,	,34,	,-1
654177.0,	,34,	,-1
654268.0,	,34,	,-1
654373.0,	,34,	,-1
654472.0,	,34,	,-1
654609.0,	,34,	,-1
654694.0,	,34,	,-1
654814.0,	,34,	,-1
654870.0,	,34,	,-1
654975.0,	,34,	,-1
655074.0,	,34,	,-1
655221.0,	,34,	,-1
655314.0,	,34,	,-1
655404.0,	,34,	,-1
655474.0,	,34,	,-1
655625.0,	,34,	,-1
655696.0,	,34,	,-1
655800.0,	,34,	,-1
655890.0,	,34,	,-1
655989.0,	,34,	,-1
656120.0,	,34,	,-1
656209.0,	,34,	,-1
656289.0,	,34,	,-1
656393.0,	,34,	,-1
656476.0,	,34,	,-1
656576.0,	,34,	,-1
656674.0,	,34,	,-1
656776.0,	,34,	,-1
656908.0,	,34,	,-1
657009.0,	,34,	,-1
657087.0,	,34,	,-1
657215.0,	,34,	,-1
657275.0,	,34,	,-1
657376.0,	,34,	,-1
657485.0,	,34,	,-1
657588.0,	,34,	,-1
657718.0,	,34,	,-1
657816.0,	,34,	,-1
657887.0,	,34,	,-1
658006.0,	,34,	,-1
658075.0,	,34,	,-1
658181.0,	,34,	,-1
658286.0,	,34,	,-1
658416.0,	,34,	,-1
658520.0,	,34,	,-1
658615.0,	,34,	,-1
658693.0,	,34,	,-1
658774.0,	,34,	,-1
658874.0,	,34,	,-1
658979.0,	,34,	,-1
659065.0,	,34,	,-1
659176.0,	,34,	,-1
659276.0,	,34,	,-1
659374.0,	,34,	,-1
659471.0,	,34,	,-1
659592.0,	,34,	,-1
659700.0,	,34,	,-1
659799.0,	,34,	,-1
659875.0,	,34,	,0
659977.0,	,34,	,0
660073.0,	,34,	,0
660182.0,	,34,	,0
660286.0,	,34,	,0
660384.0,	,34,	,0
660474.0,	,34,	,0
660575.0,	,34,	,0
660678.0,	,34,	,0
660877.0,	,34,	,0
660981.0,	,34,	,0
661064.0,	,34,	,0
661180.0,	,34,	,0
661374.0,	,34,	,0
661479.0,	,34,	,0
661569.0,	,34,	,0
661672.0,	,34,	,0
661798.0,	,34,	,0
661878.0,	,34,	,0
661976.0,	,34,	,0
662074.0,	,34,	,0
662172.0,	,34,	,0
662278.0,	,34,	,0
662478.0,	,34,	,0
662581.0,	,34,	,0
662680.0,	,34,	,0
662775.0,	,34,	,0
662869.0,	,34,	,0
662969.0,	,34,	,0
663073.0,	,34,	,0
663184.0,	,34,	,0
663276.0,	,34,	,1
663380.0,	,34,	,1
663469.0,	,34,	,1
663591.0,	,34,	,1
663668.0,	,34,	,1
663780.0,	,34,	,1
663889.0,	,34,	,1
663989.0,	,34,	,1
664085.0,	,34,	,1
664206.0,	,34,	,1
664290.0,	,34,	,1
664381.0,	,34,	,1
664475.0,	,34,	,1
664588.0,	,34,	,1
664691.0,	,34,	,1
664787.0,	,34,	,1
664889.0,	,34,	,1
664977.0,	,34,	,1
665096.0,	,34,	,1
665182.0,	,34,	,1
665269.0,	,34,	,1
665375.0,	,34,	,1
665476.0,	,34,	,1
665605.0,	,34,	,1
665684.0,	,34,	,2
665804.0,	,34,	,2
665893.0,	,34,	,2
665999.0,	,34,	,2
666077.0,	,34,	,2
666166.0,	,34,	,2
666284.0,	,34,	,2
666367.0,	,34,	,2
666487.0,	,34,	,2
666579.0,	,34,	,2
666685.0,	,34,	,2
666772.0,	,34,	,2
666870.0,	,34,	,2
666971.0,	,34,	,2
667071.0,	,34,	,2
667175.0,	,34,	,2
667272.0,	,34,	,2
667379.0,	,34,	,2
667474.0,	,34,	,2
667575.0,	,34,	,2
667666.0,	,34,	,2
667770.0,	,34,	,3
667866.0,	,34,	,3
667969.0,	,34,	,3
668067.0,	,34,	,3
668172.0,	,34,	,3
668272.0,	,34,	,3
668403.0,	,34,	,3
668471.0,	,34,	,3
668573.0,	,34,	,3
668702.0,	,34,	,3
668796.0,	,34,	,3
668885.0,	,34,	,3
669004.0,	,34,	,3
669079.0,	,34,	,3
669205.0,	,34,	,3
669283.0,	,34,	,3
669372.0,	,34,	,3
669482.0,	,34,	,3
669575.0,	,34,	,4
669678.0,	,34,	,4
669774.0,	,34,	,4
669870.0,	,34,	,4
669981.0,	,34,	,4
670076.0,	,34,	,4
670168.0,	,34,	,4
670278.0,	,34,	,4
670391.0,	,34,	,4
670493.0,	,34,	,4
670586.0,	,34,	,4
670682.0,	,34,	,4
670791.0,	,34,	,4
670870.0,	,34,	,4
670967.0,	,34,	,4
671066.0,	,34,	,4
671205.0,	,34,	,4
671275.0,	,34,	,5
671372.0,	,34,	,5
671473.0,	,34,	,5
671580.0,	,34,	,5
671672.0,	,34,	,5
671777.0,	,34,	,5
671875.0,	,34,	,5
671972.0,	,34,	,5
672080.0,	,34,	,5
672180.0,	,34,	,5
672267.0,	,34,	,5
672376.0,	,34,	,5
672468.0,	,34,	,5
672575.0,	,34,	,5
672674.0,	,34,	,5
672779.0,	,34,	,6
672873.0,	,34,	,6
672986.0,	,34,	,6
673070.0,	,34,	,6
673177.0,	,34,	,6
673280.0,	,34,	,6
673374.0,	,34,	,6
673482.0,	,34,	,6
673574.0,	,34,	,6
673676.0,	,34,	,6
673775.0,	,34,	,6
673878.0,	,34,	,6
673977.0,	,34,	,6
674067.0,	,34,	,6
674181.0,	,34,	,6
674265.0,	,34,	,7
674382.0,	,34,	,7
674498.0,	,34,	,7
674573.0,	,34,	,7
675114.0,	,34,	,7
675174.0,	,34,	,7
675274.0,	,34,	,7
675382.0,	,34,	,7
675475.0,	,34,	,7
675580.0,	,34,	,7
675672.0,	,34,	,7
675780.0,	,34,	,7
675889.0,	,34,	,7
675989.0,	,34,	,7
676092.0,	,34,	,8
676192.0,	,34,	,8
676289.0,	,34,	,8
676416.0,	,34,	,8
676514.0,	,34,	,8
676614.0,	,34,	,8
676682.0,	,34,	,8
676814.0,	,34,	,8
676914.0,	,34,	,8
677013.0,	,34,	,8
677094.0,	,34,	,8
677202.0,	,34,	,8
677298.0,	,34,	,8
677390.0,	,34,	,9
677490.0,	,34,	,9
677614.0,	,34,	,9
677709.0,	,34,	,9
677799.0,	,34,	,9
677888.0,	,34,	,9
678012.0,	,33,	,9
678113.0,	,33,	,8
678195.0,	,33,	,8
678293.0,	,33,	,8
678412.0,	,33,	,8
678496.0,	,33,	,8
678598.0,	,33,	,9
678690.0,	,33,	,9
678824.0,	,33,	,9
678920.0,	,33,	,9
679020.0,	,33,	,9
679090.0,	,33,	,9
679222.0,	,33,	,9
679300.0,	,33,	,9
679410.0,	,33,	,9
679494.0,	,33,	,9
679598.0,	,33,	,9
679673.0,	,33,	,9
679778.0,	,33,	,10
679868.0,	,33,	,10
679967.0,	,33,	,10
680072.0,	,33,	,10
680167.0,	,33,	,10
680282.0,	,33,	,10
680412.0,	,32,	,10
680514.0,	,32,	,9
680614.0,	,32,	,9
680692.0,	,32,	,9
680813.0,	,32,	,9
680897.0,	,32,	,9
680999.0,	,32,	,10
681093.0,	,32,	,10
681192.0,	,32,	,10
681274.0,	,32,	,10
681380.0,	,32,	,10
681473.0,	,32,	,10
681582.0,	,32,	,10
681718.0,	,32,	,10
681814.0,	,32,	,10
681892.0,	,32,	,10
682019.0,	,31,	,10
682091.0,	,31,	,10
682203.0,	,31,	,10
682270.0,	,31,	,10
682403.0,	,31,	,10
682485.0,	,31,	,10
682582.0,	,31,	,10
682676.0,	,31,	,10
682792.0,	,31,	,10
682873.0,	,30,	,10
682979.0,	,30,	,9
683089.0,	,30,	,9
683211.0,	,30,	,10
683279.0,	,30,	,10
683419.0,	,30,	,10
683490.0,	,30,	,10
683614.0,	,30,	,10
683704.0,	,30,	,10
683775.0,	,30,	,10
683892.0,	,30,	,10
684004.0,	,30,	,10
684103.0,	,30,	,10
684188.0,	,30,	,10
684287.0,	,30,	,11
684397.0,	,30,	,11
684473.0,	,29,	,11
684572.0,	,29,	,10
684672.0,	,29,	,10
684804.0,	,29,	,10
684892.0,	,29,	,10
685002.0,	,29,	,10
685090.0,	,29,	,10
685215.0,	,28,	,10
685303.0,	,28,	,9
685385.0,	,28,	,10
685493.0,	,28,	,10
685592.0,	,28,	,10
685704.0,	,28,	,10
685792.0,	,28,	,10
685889.0,	,28,	,10
686000.0,	,28,	,10
686074.0,	,27,	,10
686180.0,	,27,	,9
686276.0,	,27,	,9
686419.0,	,27,	,10
686508.0,	,27,	,10
686587.0,	,27,	,10
686691.0,	,27,	,10
686811.0,	,26,	,10
686886.0,	,26,	,9
686998.0,	,26,	,9
687093.0,	,26,	,9
687205.0,	,26,	,9
687278.0,	,26,	,9
687387.0,	,26,	,10
687481.0,	,26,	,10
687597.0,	,26,	,10
687666.0,	,24,	,10
687776.0,	,24,	,8
687898.0,	,24,	,8
687991.0,	,24,	,8
688076.0,	,24,	,8
688187.0,	,24,	,8
688290.0,	,24,	,8
688403.0,	,24,	,9
688469.0,	,23,	,9
688579.0,	,23,	,8
688666.0,	,23,	,8
688805.0,	,23,	,8
688895.0,	,23,	,8
688994.0,	,23,	,8
689089.0,	,23,	,8
689202.0,	,23,	,8
689279.0,	,22,	,8
689382.0,	,22,	,8
689466.0,	,22,	,8
689605.0,	,22,	,8
689690.0,	,22,	,8
689795.0,	,22,	,8
689888.0,	,22,	,8
689987.0,	,22,	,8
690076.0,	,20,	,8
690175.0,	,20,	,6
690266.0,	,20,	,7
690405.0,	,20,	,7
690485.0,	,20,	,7
690598.0,	,20,	,7
690694.0,	,20,	,7
690802.0,	,20,	,7
690870.0,	,19,	,7
690979.0,	,19,	,6
691069.0,	,19,	,6
691184.0,	,19,	,6
691274.0,	,19,	,7
691379.0,	,19,	,7
691472.0,	,19,	,7
691622.0,	,18,	,7
691721.0,	,18,	,6
691808.0,	,18,	,6
691904.0,	,18,	,6
691973.0,	,18,	,6
692115.0,	,18,	,6
692207.0,	,18,	,7
692284.0,	,18,	,7
692384.0,	,18,	,7
692473.0,	,16,	,7
692577.0,	,16,	,5
692671.0,	,16,	,5
692779.0,	,16,	,5
692876.0,	,16,	,5
692986.0,	,16,	,5
693073.0,	,16,	,5
693180.0,	,16,	,6
693271.0,	,15,	,6
693380.0,	,15,	,5
693464.0,	,15,	,5
693621.0,	,15,	,5
693708.0,	,15,	,5
693818.0,	,15,	,5
693900.0,	,15,	,5
694018.0,	,15,	,5
694068.0,	,14,	,6
694174.0,	,14,	,5
694262.0,	,14,	,5
694416.0,	,14,	,5
694504.0,	,14,	,5
694584.0,	,14,	,5
694696.0,	,14,	,5
694824.0,	,13,	,5
694920.0,	,13,	,4
694979.0,	,13,	,5
695069.0,	,13,	,5
695169.0,	,13,	,5
695268.0,	,13,	,5
695364.0,	,13,	,5
695470.0,	,13,	,5
695610.0,	,11,	,5
695707.0,	,11,	,3
695821.0,	,11,	,3
695904.0,	,11,	,4
696021.0,	,11,	,4
696108.0,	,11,	,4
696223.0,	,11,	,4
696297.0,	,11,	,4
696417.0,	,10,	,4
696519.0,	,10,	,3
696571.0,	,10,	,3
696693.0,	,10,	,3
696807.0,	,10,	,4
696921.0,	,10,	,4
697004.0,	,10,	,4
697087.0,	,10,	,4
697207.0,	,10,	,4
697269.0,	,9,	,4
697377.0,	,9,	,3
697466.0,	,9,	,3
697579.0,	,9,	,3
697689.0,	,9,	,4
697793.0,	,9,	,4
697904.0,	,9,	,4
698019.0,	,8,	,4
698104.0,	,8,	,3
698212.0,	,8,	,3
698289.0,	,8,	,3
698411.0,	,8,	,3
698508.0,	,8,	,3
698595.0,	,8,	,4
698696.0,	,8,	,4
698807.0,	,7,	,4
698892.0,	,7,	,3
699014.0,	,7,	,3
699096.0,	,7,	,3
699205.0,	,7,	,3
699298.0,	,7,	,3
699416.0,	,7,	,3
699480.0,	,7,	,4
699606.0,	,6,	,4
699682.0,	,6,	,3
699797.0,	,6,	,3
699888.0,	,6,	,3
699994.0,	,6,	,3
700079.0,	,6,	,3
700208.0,	,6,	,3
700266.0,	,6,	,3
700399.0,	,6,	,4
700469.0,	,5,	,4
700578.0,	,5,	,3
700669.0,	,5,	,3
700814.0,	,5,	,3
700882.0,	,5,	,3
700995.0,	,5,	,3
701076.0,	,5,	,3
701184.0,	,5,	,3
701268.0,	,5,	,4
701375.0,	,5,	,4
701491.0,	,5,	,4
701595.0,	,5,	,4
701683.0,	,5,	,4
701792.0,	,5,	,4
701897.0,	,5,	,4
702013.0,	,4,	,4
702092.0,	,4,	,3
702198.0,	,4,	,4
702291.0,	,4,	,4
702396.0,	,4,	,4
702493.0,	,4,	,4
702584.0,	,4,	,4
702678.0,	,4,	,4
702813.0,	,3,	,4
702893.0,	,3,	,3
702997.0,	,3,	,3
703102.0,	,3,	,3
703203.0,	,3,	,3
703286.0,	,3,	,3
703397.0,	,3,	,3
703487.0,	,3,	,3
703576.0,	,3,	,3
703666.0,	,2,	,3
703774.0,	,2,	,2
703862.0,	,2,	,3
703975.0,	,2,	,3
704071.0,	,2,	,3
704174.0,	,2,	,3
704269.0,	,2,	,3
704374.0,	,2,	,3
704470.0,	,2,	,3
704574.0,	,2,	,3
704670.0,	,2,	,3
704789.0,	,2,	,4
704898.0,	,2,	,4
705010.0,	,2,	,4
705097.0,	,2,	,4
705208.0,	,2,	,4
705269.0,	,1,	,4
705376.0,	,1,	,3
705466.0,	,1,	,3
705615.0,	,1,	,3
705685.0,	,1,	,4
705811.0,	,1,	,4
705905.0,	,1,	,4
705992.0,	,1,	,4
706070.0,	,1,	,4
706177.0,	,1,	,4
706266.0,	,1,	,4
706415.0,	,1,	,4
